timestamps,TP9,AF7,AF8,TP10,Right AUX
1533057197.830,43.457,25.391,52.734,9.277,-38.574
1533057197.833,30.273,24.414,55.176,11.719,-18.066
1533057197.837,6.836,26.367,45.410,4.395,17.578
1533057197.841,-16.602,31.738,38.086,-12.207,22.461
1533057197.845,-1.465,28.320,47.363,-17.578,89.355
1533057197.849,25.391,21.973,47.363,-5.859,63.965
1533057197.853,17.578,26.855,50.293,0.000,-8.301
1533057197.857,2.441,25.391,46.387,-5.859,2.441
1533057197.861,-20.508,24.902,27.832,-25.391,-14.648
1533057197.865,-6.836,34.180,29.785,-29.297,0.000
1533057197.869,24.414,31.738,36.133,-11.230,46.387
1533057197.872,11.230,24.414,16.113,-3.418,57.617
1533057197.876,-2.930,25.879,1.953,-1.465,48.340
1533057197.880,-12.207,33.203,3.906,-6.836,20.996
1533057197.884,-9.277,35.645,16.602,-19.043,16.602
1533057197.888,23.926,37.109,23.438,-9.277,83.008
1533057197.892,24.902,39.062,11.719,5.371,58.594
1533057197.896,3.906,39.062,3.906,-1.953,-87.402
1533057197.900,-11.719,41.504,-3.418,-16.113,-95.215
1533057197.904,-3.418,39.551,0.000,-20.996,5.371
1533057197.908,34.668,36.621,-7.324,-12.695,4.395
1533057197.912,37.598,39.551,-22.949,0.977,-86.426
1533057197.915,19.043,35.156,-25.391,6.348,-36.621
1533057197.919,3.418,32.715,-22.949,-5.371,33.691
1533057197.923,-3.906,37.109,-5.859,-16.113,43.945
1533057197.927,24.414,38.574,-1.953,-12.695,73.242
1533057197.931,31.738,33.203,-0.977,-4.395,67.871
1533057197.935,15.625,27.344,5.371,3.418,44.434
1533057197.939,-4.883,25.879,-4.395,-5.371,21.973
1533057197.943,-14.160,26.855,-8.301,-22.461,32.715
1533057197.947,19.531,22.949,8.301,-18.066,22.461
1533057197.951,33.691,20.020,24.902,-2.930,13.184
1533057197.955,14.160,24.902,29.785,-3.418,17.090
1533057197.958,-8.789,24.414,13.184,-13.184,62.012
1533057197.962,-14.648,23.438,6.348,-15.625,90.820
1533057197.966,21.973,24.902,12.207,-2.441,61.035
1533057197.970,38.086,25.391,14.160,12.695,-4.883
1533057197.974,21.973,29.297,24.902,15.137,0.488
1533057197.978,1.953,32.227,18.066,5.371,69.336
1533057197.982,-6.348,37.109,16.113,2.441,72.266
1533057197.986,27.344,35.645,37.598,8.789,56.641
1533057197.990,44.922,31.250,41.992,14.160,27.832
1533057197.994,25.879,34.668,48.340,20.996,65.430
1533057197.997,7.812,36.621,45.898,11.230,47.852
1533057198.001,-4.395,35.645,35.645,-7.324,-28.809
1533057198.005,25.391,34.180,44.434,-1.465,-24.902
1533057198.009,56.152,30.762,40.039,13.184,25.879
1533057198.013,39.062,27.832,21.973,13.672,85.449
1533057198.017,21.973,29.297,4.883,9.277,45.410
1533057198.021,-1.953,31.738,0.488,-8.301,0.488
1533057198.025,13.184,36.621,7.324,-14.648,41.504
1533057198.029,53.711,42.969,10.742,5.371,12.695
1533057198.033,45.410,43.457,15.137,13.184,2.930
1533057198.037,27.832,41.992,9.766,6.836,17.578
1533057198.040,4.395,41.992,-4.395,-2.930,63.477
1533057198.044,8.789,40.039,7.324,-5.859,52.734
1533057198.048,41.992,39.551,16.113,0.000,7.812
1533057198.052,38.086,41.992,5.859,5.859,69.336
1533057198.056,20.996,41.504,2.930,6.348,84.473
1533057198.060,1.465,41.504,-15.137,-6.348,57.129
1533057198.064,11.719,40.039,-22.949,-7.812,13.184
1533057198.068,40.527,37.598,-5.371,3.418,18.066
1533057198.072,29.297,33.691,4.395,9.277,71.777
1533057198.076,13.184,33.691,4.395,6.836,36.133
1533057198.080,-3.418,35.156,-4.883,-8.789,-10.254
1533057198.083,-0.977,37.598,-8.301,-10.254,-8.301
1533057198.087,36.621,41.504,6.836,4.883,-40.039
1533057198.091,32.715,43.457,22.461,6.836,-22.461
1533057198.095,7.324,41.992,19.043,-2.441,52.734
1533057198.099,-5.859,40.039,-3.418,-13.184,-2.441
1533057198.103,-5.859,39.062,-0.977,-18.555,-5.859
1533057198.107,34.668,38.086,14.160,-6.836,-22.949
1533057198.111,48.340,35.645,22.949,4.883,-50.293
1533057198.115,22.461,31.250,33.203,1.465,64.941
1533057198.119,2.930,27.832,24.902,-12.695,92.773
1533057198.122,-0.977,25.879,20.020,-16.602,41.016
1533057198.126,28.320,23.926,16.113,-11.230,-43.945
1533057198.130,38.574,19.043,14.160,-5.859,-4.883
1533057198.134,20.508,11.719,21.484,-7.324,83.496
1533057198.138,6.348,9.277,10.254,-21.973,66.895
1533057198.142,-3.418,10.254,2.441,-34.180,51.758
1533057198.146,19.043,7.324,9.766,-30.762,29.297
1533057198.150,30.762,6.836,5.859,-20.508,4.395
