timestamps,TP9,AF7,AF8,TP10,Right AUX
1533044997.652,22.461,83.008,11.230,24.414,77.148
1533044997.656,16.602,27.344,3.906,18.066,86.914
1533044997.660,12.695,-43.945,1.953,6.348,3.906
1533044997.664,1.953,-3.418,8.789,-0.488,1.465
1533044997.668,16.113,24.902,8.301,8.301,25.879
1533044997.672,25.391,18.066,7.324,8.301,-33.203
1533044997.675,21.973,2.441,-2.441,8.301,4.395
1533044997.679,15.137,-71.289,-9.766,11.719,0.977
1533044997.683,10.254,-17.578,3.418,6.836,-21.973
1533044997.687,14.160,65.918,0.000,5.371,6.348
1533044997.691,15.625,77.148,2.930,9.277,23.438
1533044997.695,22.461,53.223,8.301,15.137,12.695
1533044997.699,14.160,-15.625,0.488,11.230,-16.602
1533044997.703,2.930,-8.301,5.859,7.324,-2.930
1533044997.707,14.648,32.715,11.230,14.160,32.715
1533044997.711,28.809,69.336,6.348,20.020,31.250
1533044997.715,21.484,60.059,-5.859,13.184,33.203
1533044997.718,24.414,-8.789,-4.883,23.438,43.457
1533044997.722,30.273,-22.949,2.441,34.180,71.777
1533044997.726,11.719,25.879,0.977,6.836,100.098
1533044997.730,7.812,60.547,0.488,-3.418,48.340
1533044997.734,5.859,57.129,-1.953,-0.977,61.035
1533044997.738,0.977,-14.648,-6.836,-2.441,45.898
1533044997.742,-6.836,-26.367,-6.836,-8.789,0.488
1533044997.746,-7.812,-16.602,-5.859,-11.230,3.906
1533044997.750,10.254,18.555,4.395,11.230,10.742
1533044997.754,15.137,83.008,11.230,18.555,0.488
1533044997.757,13.672,-19.043,-4.883,1.953,27.344
1533044997.761,10.742,-66.895,-15.625,-6.348,22.949
1533044997.765,9.766,1.953,-3.906,1.953,15.137
1533044997.769,19.043,25.879,0.488,8.789,1.465
1533044997.773,20.020,96.680,5.371,16.602,23.926
1533044997.777,16.602,-5.859,1.953,23.438,43.457
1533044997.781,12.695,-92.773,-6.836,16.602,13.184
1533044997.785,12.207,6.836,-2.441,8.301,9.766
1533044997.789,27.832,49.805,0.977,13.672,24.414
1533044997.793,31.738,59.570,2.930,13.184,25.879
1533044997.797,22.949,11.230,-0.488,17.090,26.855
1533044997.800,17.578,-26.367,1.953,12.695,56.641
1533044997.804,15.137,-27.832,3.906,4.395,52.246
1533044997.808,18.555,5.859,-7.812,12.207,4.395
1533044997.812,27.344,33.203,-3.906,20.508,2.441
1533044997.816,19.043,-24.414,6.836,21.484,45.410
1533044997.820,13.184,-70.312,0.488,10.742,121.582
1533044997.824,15.625,-38.574,-3.418,1.465,34.180
1533044997.828,23.926,11.230,2.930,23.438,-49.316
1533044997.832,34.668,62.012,8.301,42.480,31.738
1533044997.836,29.297,-10.254,0.000,38.574,25.879
1533044997.839,15.137,-62.012,-0.488,24.902,23.438
1533044997.843,11.719,-51.270,1.465,11.230,0.488
1533044997.847,16.602,-35.156,2.930,12.695,-66.406
1533044997.851,19.531,34.668,13.672,25.391,-11.230
1533044997.855,13.672,2.930,2.930,25.391,30.273
1533044997.859,13.672,-87.402,-4.395,28.809,10.742
