timestamps,TP9,AF7,AF8,TP10,Right AUX
1533223026.801,23.438,36.621,419.434,3.906,-6.836
1533223026.805,13.672,38.086,-59.082,1.953,-6.836
1533223026.809,22.949,37.598,-229.980,3.906,-12.207
1533223026.813,44.922,36.621,62.012,3.906,-28.320
1533223026.817,59.570,40.039,457.031,6.348,-8.789
1533223026.821,45.410,39.062,375.977,5.859,56.641
1533223026.825,16.113,37.109,-240.234,5.371,-13.672
1533223026.829,22.461,41.016,-332.520,9.766,-63.965
1533223026.832,38.086,40.039,-23.926,11.719,-56.152
1533223026.836,46.875,38.086,290.039,17.090,-30.273
1533223026.840,50.293,40.527,531.250,20.508,23.926
1533223026.844,27.832,40.039,75.195,18.066,27.832
1533223026.848,23.926,34.668,-163.574,21.973,46.387
1533223026.852,39.551,38.086,62.012,30.273,11.719
1533223026.856,44.434,37.109,427.246,25.879,-14.648
1533223026.860,35.645,35.156,553.223,21.484,28.809
1533223026.864,31.738,39.062,67.871,21.973,9.277
1533223026.868,38.574,36.133,-316.406,24.414,-23.438
1533223026.871,49.316,37.109,-133.789,28.320,20.020
1533223026.875,55.176,37.598,403.320,31.738,57.129
1533223026.879,40.039,38.574,601.074,34.180,26.367
1533223026.883,18.066,40.527,159.180,25.391,-0.977
1533223026.887,13.672,38.086,-144.043,20.508,35.156
1533223026.891,23.438,35.645,-38.086,21.973,50.293
1533223026.895,35.156,38.574,333.984,20.508,47.852
1533223026.899,30.273,38.086,528.320,21.973,86.914
1533223026.903,20.020,35.645,110.352,19.531,63.477
1533223026.907,15.625,32.715,-229.492,11.719,16.113
1533223026.911,8.301,27.832,-16.113,15.137,82.520
1533223026.914,18.555,25.879,91.797,20.508,34.668
1533223026.918,25.879,28.320,228.027,17.090,-41.504
1533223026.922,8.789,31.250,293.945,15.137,-4.883
1533223026.926,-7.324,35.156,-74.707,11.230,31.250
1533223026.930,-3.906,35.645,-87.891,13.184,14.160
1533223026.934,10.254,34.668,229.980,16.602,11.719
1533223026.938,11.719,33.203,545.410,16.602,58.105
1533223026.942,0.000,28.320,327.148,16.602,43.945
1533223026.946,-10.254,28.320,-133.789,12.695,64.453
1533223026.950,-7.812,27.832,-166.504,13.672,42.969
1533223026.954,14.160,27.832,208.008,16.602,47.363
1533223026.957,15.137,33.203,427.734,21.973,-2.441
1533223026.961,-4.395,32.227,110.352,25.391,-89.355
1533223026.965,-5.371,32.227,-257.812,21.484,-44.922
1533223026.969,9.277,31.738,-133.789,17.578,-13.184
1533223026.973,20.020,34.668,249.512,17.578,44.434
1533223026.977,24.414,38.574,602.539,18.555,112.305
1533223026.981,7.324,31.738,462.891,19.043,83.496
1533223026.985,-12.695,31.250,-59.570,18.066,90.332
1533223026.989,-2.930,34.668,-160.156,13.184,90.332
1533223026.993,12.207,34.180,-5.859,14.160,33.691
1533223026.996,30.273,36.621,333.984,19.043,105.469
1533223027.000,20.508,38.086,479.492,18.066,135.742
1533223027.004,0.977,38.574,-59.082,7.812,35.645
1533223027.008,7.324,37.598,-347.656,8.301,40.527
1533223027.012,9.277,36.621,-114.746,10.254,49.316
1533223027.016,11.719,36.133,373.535,12.695,33.203
1533223027.020,13.672,40.527,484.863,18.555,51.758
1533223027.024,5.371,37.109,-35.645,13.184,35.645
1533223027.028,5.859,32.715,-253.906,10.254,51.270
1533223027.032,27.832,41.504,-23.438,16.113,121.094
1533223027.036,42.969,44.434,186.523,20.508,75.684
1533223027.039,28.320,41.016,335.449,23.438,34.668
1533223027.043,7.812,40.039,20.996,23.438,72.754
1533223027.047,3.906,36.621,-315.918,16.602,61.523
1533223027.051,22.461,36.621,-175.293,14.648,10.254
1533223027.055,34.668,36.133,124.023,25.391,-38.574
1533223027.059,22.461,31.738,277.832,26.855,-11.230
1533223027.063,6.348,30.762,1.465,12.207,11.719
1533223027.067,5.859,32.715,-350.586,7.324,-49.316
1533223027.071,14.160,32.715,-239.258,9.277,-19.531
1533223027.075,22.949,27.344,197.754,12.207,-5.371
1533223027.079,18.555,30.273,406.738,10.742,-3.906
1533223027.082,0.000,32.227,61.523,8.301,24.414
1533223027.086,-14.160,27.832,-264.160,3.418,44.434
1533223027.090,-6.836,30.273,-191.895,0.000,17.090
1533223027.094,16.602,29.785,187.012,1.465,28.809
1533223027.098,16.113,26.855,441.406,2.930,60.059
1533223027.102,1.953,33.691,39.551,1.465,32.227
1533223027.106,-10.254,38.086,-486.816,1.465,-5.859
1533223027.110,-10.254,37.109,-335.449,9.277,-15.137
1533223027.114,10.254,33.691,75.195,9.766,28.809
